FacilityName,FacilityAddress,ViolationDate,Violation,Disposition,DispositionDate
MATCHBOX,"1699 ROCKVILLE PIKE , ROCKVILLE, MD 20852",7/24/2018,ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED;$100+ALERT,10/17/2018
"BEST BEER, WINE, & DELI","18749 NORTH FREDERICK AVENUE A, GAITHERSBURG, MD 20879",8/21/2018,SALE TO MINOR,SETTLED;$1000+ALERT,10/12/2018
BECLAWS,"2404 UNIVERSITY BOULEVARD , SILVER SPRING, MD 20902",9/11/2018,ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED;$500+ALERT,10/18/2018
AY JALISCO,"8401 SNOUFFER SCHOOL ROAD , GAITHERSBURG, MD 20879",8/14/2018,SALE TO MINOR,SETTLED;$1000+ALERT,10/23/2018
SUPER CHICKEN,"12611 H WISTERIA DRIVE , GERMANTOWN, MD 20874",8/23/2018,ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED;$500+ALERT,9/28/2018
MEZEH MEDITERRANEAN GRILL,"262 CROWN PARK AVENUE , GAITHERSBURG, MD 20878",8/17/2018,ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED;$100+ALERT,10/30/2018
MEZEH MEDITERRANEAN GRILL,"262 CROWN PARK AVENUE , GAITHERSBURG, MD 20878",8/17/2018,SALE TO MINOR,SETTLED;$1000+ALERT,10/30/2018
I STAR COFFEE,"8777 B1 1ST AVENUE , SILVER SPRING, MD 20910",3/8/2018,SALE TO MINOR,SETTLED; $1000.00,10/30/2018
MEZEH MEDITERRANEAN GRILL,"262 CROWN PARK AVENUE , GAITHERSBURG, MD 20878",8/17/2018,LICENSE NOT PROPERLY DISPLAYED,SETTLED;$100+ALERT,10/30/2018
MEZEH MEDITERRANEAN GRILL,"262 CROWN PARK AVENUE , GAITHERSBURG, MD 20878",8/17/2018,EMPLOYEE RECORDS NOT AVAILABLE WHEN REQUESTED,SETTLED;$500+ALERT,10/30/2018
SIN & GRIN,"353 MAIN STREET , GAITHERSBURG, MD 20878",8/30/2018,SALE TO MINOR,SETTLED; $1000+ALERT,9/25/2018
LA COLOMBIANA RESTAURANT,"11216 GRANDVIEW AVENUE , WHEATON, MD 20902",8/24/2018,DISPENSING LIQUOR BY BOTTLE FOR CONSUMPTION ONSITE,SETTLED;$1000+ALERT,10/26/2018
LA COLOMBIANA RESTAURANT,"11216 GRANDVIEW AVENUE , WHEATON, MD 20902",8/24/2018,EMPLOYEE RECORDS NOT AVAILABLE WHEN REQUESTED,SETTLED;$500.00,10/26/2018
CLARKSBURG GROCERIES BEER & WINE,"23329 FREDERICK ROAD , CLARKSBURG, MD 20871",8/8/2018,ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED;$100+ALERT,10/12/2018
SASUNS,"7217 MUNCASTER MILL RD , DERWOOD, MD 20855",8/14/2018,SALE TO MINOR,SETTLED;$1000+ALERT,11/6/2018
ETCHIONS COUNTRY STORE,"7000 DAMASCUS ROAD , GAITHERSBURG, MD 20882",10/10/2018,SALE TO MINOR,SETTLED;$2500+ALERT,11/6/2018
SPRINGHILL SUITES GAITHERSBURG,"9715 WASHINGTONIAN BLVD. , GAITHERSBURG, MD 20878",10/10/2018,SALE TO MINOR,SETTLED;$1000+ALERT,11/8/2018
COURTYARD BY MARRIOTT,"204 BOARDWALK PLACE , GAITHERSBURG, MD 20878",10/10/2018,SALE TO MINOR,SETTLED;$2500+ALERT,11/8/2018
EVA LOUNGE,"953 BONIFANT STREET , SILVER SPRING, MD 20910",7/1/2017,SELLING/SERVING ALCOHOL AFTER PERMITTED HOURS,SETTLED;$1000+ALERT,11/9/2018
TEX'S PLACE,"14630 SOUTHLAWN LANE , ROCKVILLE, MD 20850",10/12/2018,ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED;$100+ALERT,11/8/2018
EVA LOUNGE,"953 BONIFANT STREET , SILVER SPRING, MD 20910",10/9/2018,DISPENSING LIQUOR BY BOTTLE FOR CONSUMPTION ONSITE,$1000+ALERT,11/9/2018
VEGETABLE GARDEN,"3830 INTERNATIONAL DRIVE , SILVER SPRING, MD 20906",10/26/2018,ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED;$100+ALERT,11/13/2018
IRON AGE,"1054 ROCKVILLE PIKE , ROCKVILLE, MD 20852",10/15/2018,SALE TO MINOR,SETTLED;$2500+ALERT,11/13/2018
BELBY DISCOUNT BEER & WINE,"888 ROCKVILLE PIKE , ROCKVILLE, MD 20852",10/15/2018,SALE TO MINOR,SETTLED;$1000+ALERT,11/13/2018
HOLA BEER & WINE,"8035 SNOUFFER SCHOOL ROAD , GAITHERSBURG, MD 20879",10/10/2018,RECORDS INVOICE VIOLATION,SETTLED;$500+ALERT,11/15/2018
IRON AGE,"1054 ROCKVILLE PIKE , ROCKVILLE, MD 20852",10/15/2018,EMPLOYEE RECORDS NOT AVAILABLE WHEN REQUESTED,SETTLED;$500+ALERT,11/13/2018
EVEN HOTEL,"1775 ROCKVILLE PIKE , ROCKVILLE, MD 20852",10/15/2018,SALE TO MINOR,SETTLED;$1000+ALERT,11/20/2018
HOWARD DELI,"4222 HOWARD AVE. D, KENSINGTON, MD 20895",10/29/2018,ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED;$100+ALERT,11/20/2018
ISLAND PRIDE OASIS,"617 SOUTH FREDERICK AVENUE , GAITHERSBURG, MD 20877",10/15/2018,SALE TO MINOR,SETTLED;$1000+ALERT,11/20/2018
URBAN BAR-B-QUE,"10163 NEW HAMPSHIRE AVE , SILVER SPRING, MD 20903",7/30/2018,RECORDS INVOICE VIOLATION,SETTLED;$500+ALERT,11/21/2018
DON JORGE'S RESTAURANT BAR & GRILL,"108 EAST DIAMOND AVE , GAITHERSBURG, MD 20877",8/14/2018,SALE TO MINOR,SETTLED;$1000+ALERT,11/21/2018
WINGSTOP,"20201 GOSHEN ROAD UNIT G, GAITHERSBURG, MD 20879",10/10/2018,SALE TO MINOR,SETTLED;$2500 + ALERT,11/21/2018
URBAN BAR-B-QUE,"10163 NEW HAMPSHIRE AVE , SILVER SPRING, MD 20903",7/30/2018,LICENSE NOT PROPERLY DISPLAYED,SETTLED;$100+ALERT,11/21/2018
EL MARIACHI,"765 ROCKVILLE PIKE C, ROCKVILLE, MD 20852",10/15/2018,SALE TO MINOR,SETTLED; $1000+ALERT,11/28/2018
NEW FORTUNE RESTAURANT,"16515 FREDERICK ROAD , GAITHERSBURG, MD 20877",10/15/2018,SALE TO MINOR,SETTLED; $1000+ALERT,11/29/2018
AGRODOLCE,"21030 FREDERICK ROAD J, GERMANTOWN, MD 20876",8/21/2018,SALE TO MINOR,SETTLED;$1000+ALERT,12/3/2018
PINSTRIPES,"11920 GRAND PARK AVE. , NORTH BETHESDA, MD 20852",11/13/2018,SALE TO MINOR,SETTLED;1000+ ALERT,12/3/2018
CAVA RESTAURANT,"9713 TRAVILLE GATEWAY DRIVE , ROCKVILLE, MD 20850",11/6/2018,SALE TO MINOR,SETTLED;$1000+ALERT,12/3/2018
THE HILTON AT GAITHERSBURG,"620 PERRY PKWY. , GAITHERSBURG, MD 20877",10/4/2018,SALE TO MINOR,SETTLED;$1000+ALERT,10/18/2018
ARADA MARKET,"6844 NEW HAMPSHIRE AVE , TAKOMA PARK, MD 20912",10/1/2018,ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED;$100+ALERT,10/24/2018
PACIFICA CAFE,"621 CENTER POINT WAY , GAITHERSBURG, MD 20878",10/4/2018,SALE TO MINOR,SETTLED;$1000+ALERT,10/17/2018
ROLLINS BEER & WINE,"151 ROLLINS AVE. , ROCKVILLE, MD 20852",11/13/2018,SALE TO MINOR,SETTLED; $1000+ALERT,12/7/2018
"CANCUN GRILL RESTAURANT, THE","11220 GEORGIA AVENUE , WHEATON, MD 20902",7/20/2018,SALE/SERVICE TO INTOXICATED PATRON,SETTLED; $1000+ALERT,12/7/2018
"KWIK-STOP BEER, WINE & DELI","15104 FREDERICK ROAD , ROCKVILLE, MD 20850",11/6/2018,SALE TO MINOR,SETTLED; $1000+ALERT,12/7/2018
RIVERSIDE HOTPOT CUISINE,"820 MUDDY BRANCH ROAD , GAITHERSBURG, MD 20878",10/12/2018,ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $500+ALERT,12/7/2018
WORLD OF BEER,"196 B EAST MONTGOMERY AVE. , ROCKVILLE, MD 20850",11/6/2018,SALE TO MINOR,SETTLED; $1000+ALERT,12/10/2018
LIVE CRAWFISH & SEAFOOD,"765 ROCKVILLE PIKE FG, ROCKVILLE, MD 20852",10/15/2018,SALE TO MINOR,SETTLED; $1000+ALERT,12/10/2018
THE QUARRY HOUSE TAVERN,"8401 GEORGIA AVE. , SILVER SPRING, MD 20910",8/23/2018,SALE TO MINOR,SETTLED; $1000+ALERT,12/10/2018
CANOPY,"940 ROSE AVE , NORTH BETHESDA, MD 20852",11/13/2018,SALE TO MINOR,SETTLED; $1000+ALERT,12/12/2018
MATCHBOX,"1699 ROCKVILLE PIKE , ROCKVILLE, MD 20852",11/13/2018,SALE TO MINOR,SETTLED; $1000+ALERT,12/10/2018
BAR LOUIE,"150 GIBBS STREET , ROCKVILLE, MD 20850",11/6/2018,SALE TO MINOR,SETTLED; $2500+ALERT,12/10/2018
CANOPY,"940 ROSE AVE , NORTH BETHESDA, MD 20852",11/13/2018,AGE OF EMPLOYEE VIOLATION,SETTLED; $1000+ALERT,12/12/2018
LEDO PIZZA,"10058 DARNESTOWN ROAD , ROCKVILLE, MD 20850",11/6/2018,SALE TO MINOR,SETTLED; $1000+ALERT,12/12/2018
HIBACHI SUSHI SUPREME BUFFET,"8 BUREAU DRIVE , GAITHERSBURG, MD 20878",11/6/2018,ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,$500+ALERT,12/18/2018
217 BOARDWALK PL.,"217 BOARDWALK PL. , GAITHERSBURG, MD 20878",10/15/2018,SALE TO MINOR,SETTLED; $1000+ALERT,12/18/2018
QDOBA MEXICAN GRILL,"128 ROLLINS AVE. , ROCKVILLE, MD 20852",11/13/2018,SALE TO MINOR,SETTLED;$1000+ALERT,12/18/2018
GIUSEPPI'S PIZZA PLUS,"335 KENTLANDS BLVD. , GAITHERSBURG, MD 20878",8/30/2018,SALE TO MINOR,SETTLED; $2500+ALERT,12/18/2018
PINSTRIPES,"851 ROSE AVE. , NORTH BETHESDA, MD 20852",11/13/2018,SALE TO MINOR,SETTLED; $1000+ALERT,12/3/2018
LINCOLN'S BAR-B-Q,"931 ELLSWORTH DRIVE , SILVER SPRING, MD 20910",11/8/2017,SALE TO MINOR,SETTLED; $1000+ALERT,5/1/2018
THE DAILY DISH,"8301 GRUBB RAOD A, SILVER SPRING, MD 20910",10/29/2018,STORAGE,SETTLED; $1200+ALERT,12/14/2018
HONEY PIG,"12015 ROCKVILLE PIKE #G , ROCKVILLE, MD 20852",1/25/2019,LICENSE NOT PROPERLY DISPLAYED,SETTLED;$100+ALERT,2/22/2019
SUGO MACARONI BAR,"12505 PARK POTOMAC AVENUE , POTOMAC, MD 20854",1/22/2019,SALE TO MINOR,SETTLED;$1000+ALERT,2/21/2019
BUFFALO WILD WINGS,"33 MARYLAND AVENUE , ROCKVILLE, MD 20850",1/15/2019,SALE TO MINOR,SETTLED;$1000+ALERT,2/19/2019
SOCIETY RESTAURANT & LOUNGE,"8229 GEORGIA AVE , SILVER SPRING, MD 20910",10/8/2018,SELLING/SERVING ALCOHOL AFTER PERMITTED HOURS,SETTLED; $1000+ALERT,2/4/2019
WORLD GOURMET WINE & BEER,"7905 TUCKERMAN LANE , POTOMAC, MD 20854",1/22/2019,SALE TO MINOR,SETTLED;$1000+ALERT,2/11/2019
KENSINGTON SUB & PIZZA,"3701 UNIVERSITY BLVD. W. , KENSINGTON, MD 20895-2123",1/30/2019,STORAGE,SETTLED;$1000+ALERT,2/25/2019
GRAND FUSION,"350 E. FORTUNE TERRACE , ROCKVILLE, MD 20854",1/22/2019,SALE TO MINOR,SETTLED;$1000+ALERT,2/7/2019
BEMNET SUPERMARKET AND DELI,"617 SLIGO AVENUE , SILVER SPRING, MD 20910",1/9/2019,STORAGE,SETTLED; $200+ALERT,1/23/2019
MONTEREY MART & CAFE,"5901 5901 MONTROSE RD. , ROCKVILLE, MD 20852",1/22/2019,SALE TO MINOR,SETTLED;$1000+ALERT,2/6/2019
RINCON PERUANO,"210 EAST DIAMOND ST , GAITHERSBURG, MD 20877",10/10/2018,SALE TO MINOR,SETTLED;$2500.00 + ALERT,2/21/2019
GRINGOS & MARIACHIS,"12435 POTOMAC AVE, D R-6 , POTOMAC, MD 20854",1/22/2019,SALE TO MINOR,SETTLED;$1000+ALERT,2/5/2019
ADDIE'S,"12435 PARK POTOMAC AVE , POTOMAC, MD 20854",1/22/2019,SALE TO MINOR,SETTLED; $1000+ALERT,1/22/2019
THAI PAVILION,"29 MARYLAND AVENUE 308, ROCKVILLE, MD 20850",2/14/2019,ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED;$100+ALERT,2/14/2019
SPICE XING,"100 GIBBS STREET B, ROCKVILL, MD 20850",1/15/2019,SALE TO MINOR,SETTLED; $2500+ALERT,3/25/2019
BHIMAS KITCHEN & BAKERY,"13541 CLOPPER RD. , GERMANTOWN, MD 20874",2/19/2019,SALE TO MINOR,SETTLED;$1000+ALERT,3/20/2019
NANTUCKET'S REEF,"9755 GATEWAY DRIVE , ROCKVILLE, MD 20850",2/19/2019,SALE TO MINOR,SETTLED;$2500+ALERT,2/19/2019
RADISSON HOTEL DC,"3 RESEARCH BLVD. , ROCKVILLE, MD 20850",2/19/2019,SALE TO MINOR,SETTLED;$1000+ALERT,2/20/2019
SAMOVAR,"201 N. WASHINGTON ST. , ROCKVILLE, MD 20850",1/15/2019,SALE TO MINOR,SETTLED;$1000+ALERT,1/15/2019
AKIRA RAMEN IZAKAYA,"1800 ROCKVILLE PIKE, UNIT H1 , ROCKVILLE, MD 20852",1/15/2019,ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $100+ALERT,1/15/2019
THAT'S AMORE,"15201 SHADY GROVE ROAD , ROCKVILLE, MD 20850",1/17/2019,ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED;$100+ALERT,1/17/2019
FANTASY NAIL SPA,"9321 GEORGIA AVE. , SILVER SPRING, MD 20910",12/7/2018,ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED;$100+ALERT,12/7/2018
HOLA BEER & WINE,"8035 SNOUFFER SCHOOL ROAD , GAITHERSBURG, MD 20879",2/1/2019,RECORDS INVOICE VIOLATION,SETTLED;$500+ALERT,2/1/2019
ARMAND'S PIZZERIA & GRILLE,"190 HALPINE ROAD , ROCKVILLE, MD 20852",3/4/2019,SALE TO MINOR,$1000+ALERT,3/4/2019
TRAPEZARIA MEDITERRANEAN KUZINA,"11 NORTH WASHINGTON STREET , ROCKVILLE, MD 20850",3/8/2019,STORAGE,$400+ALERT,3/8/2019
FLOWER CHILD,"10072 DARNESTOWN RD. , ROCKVILLE, MD 20860",3/5/2019,SALE TO MINOR,$1000+ALERT,3/5/2019
